"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2015年5月11日","242.47","240.73","245.49","238.50","16.05K","0.79%"
"2015年5月10日","240.57","242.54","245.88","238.83","11.87K","-0.81%"
"2015年5月9日","242.54","244.50","249.10","240.10","19.38K","-0.80%"
"2015年5月8日","244.50","237.30","248.48","236.20","31.13K","3.04%"
"2015年5月7日","237.29","229.27","239.78","227.82","27.41K","3.50%"
"2015年5月6日","229.27","235.87","236.75","227.33","47.41K","-2.80%"
"2015年5月5日","235.87","238.54","239.45","231.05","26.12K","-1.12%"
"2015年5月4日","238.54","240.57","243.60","237.00","24.76K","-0.90%"
"2015年5月3日","240.70","234.81","243.73","235.66","19.11K","2.51%"
"2015年5月2日","234.81","231.78","235.79","231.78","9.04K","1.31%"
"2015年5月1日","231.78","236.11","239.19","231.31","16.62K","-1.83%"
"2015年4月30日","236.11","225.23","240.20","224.65","41.29K","4.83%"
"2015年4月29日","225.23","225.30","227.78","222.67","12.20K","-0.03%"
"2015年4月28日","225.30","227.13","228.05","222.22","17.29K","-1.05%"
"2015年4月27日","227.68","219.70","232.00","218.24","35.14K","3.63%"
"2015年4月26日","219.70","226.10","221.48","214.00","40.92K","-2.83%"
"2015年4月25日","226.10","231.38","232.70","225.78","13.38K","-2.28%"
"2015年4月24日","231.38","236.01","236.20","228.70","22.53K","-1.96%"
"2015年4月23日","236.01","234.14","236.98","233.00","8.81K","0.80%"
"2015年4月22日","234.14","236.96","238.99","232.42","22.86K","-0.70%"
"2015年4月21日","235.80","224.21","236.20","224.19","30.99K","5.17%"
"2015年4月20日","224.21","222.16","227.00","221.50","19.97K","0.90%"
"2015年4月19日","222.21","223.08","226.83","222.10","17.64K","-0.39%"
"2015年4月18日","223.08","222.40","224.16","219.94","11.90K","0.31%"
"2015年4月17日","222.40","228.47","228.98","219.61","27.14K","-2.66%"
"2015年4月16日","228.47","223.98","230.00","223.01","29.32K","2.00%"
"2015年4月15日","223.98","220.16","224.00","219.01","23.60K","1.72%"
"2015年4月14日","220.19","225.00","225.75","216.37","40.75K","-2.14%"
"2015年4月13日","225.00","236.38","237.70","220.25","47.16K","-4.81%"
"2015年4月12日","236.38","236.86","238.70","232.82","10.17K","-0.20%"
"2015年4月11日","236.86","236.12","240.00","233.76","17.64K","0.31%"
"2015年4月10日","236.12","243.58","243.74","230.76","37.33K","-3.06%"
"2015年4月9日","243.58","244.92","246.79","236.52","22.75K","-0.55%"
"2015年4月8日","244.92","253.70","254.99","243.05","39.68K","-3.46%"
"2015年4月7日","253.71","255.61","257.90","253.03","10.53K","-0.74%"
"2015年4月6日","255.61","260.50","262.43","253.72","20.82K","-1.88%"
"2015年4月5日","260.50","253.60","261.25","251.55","23.93K","2.72%"
"2015年4月4日","253.60","254.24","255.69","250.39","9.42K","-0.25%"
"2015年4月3日","254.23","253.23","256.42","250.70","28.36K","0.39%"
"2015年4月2日","253.23","246.93","254.92","244.55","26.22K","2.55%"
"2015年4月1日","246.93","244.51","248.53","239.50","23.54K","1.06%"
"2015年3月31日","244.33","247.93","248.80","242.00","22.44K","-1.45%"
"2015年3月30日","247.93","242.74","248.71","246.95","30.64K","2.26%"
"2015年3月29日","242.44","252.95","250.00","239.52","31.54K","-4.15%"
"2015年3月28日","252.95","246.50","255.42","246.50","17.80K","2.62%"
"2015年3月27日","246.50","249.19","250.45","245.27","22.46K","-1.08%"
"2015年3月26日","249.19","246.29","254.98","246.28","33.27K","1.33%"
"2015年3月25日","245.92","246.00","250.00","235.70","54.42K","-0.03%"
"2015年3月24日","246.00","267.23","268.39","241.50","62.94K","-7.94%"
"2015年3月23日","267.23","268.82","271.47","262.00","23.56K","-0.59%"
"2015年3月22日","268.82","260.47","270.80","259.82","18.25K","3.21%"
"2015年3月21日","260.47","262.19","262.99","255.52","15.11K","-0.66%"
"2015年3月20日","262.19","261.98","266.99","259.36","16.27K","0.13%"
"2015年3月19日","261.86","257.30","267.89","248.07","78.90K","1.77%"
"2015年3月18日","257.30","285.12","285.24","248.98","89.46K","-9.80%"
"2015年3月17日","285.25","291.22","292.83","283.00","22.13K","-2.05%"
"2015年3月16日","291.22","286.90","295.13","289.32","22.32K","1.51%"
"2015年3月15日","286.90","282.60","287.78","283.40","13.62K","1.52%"
"2015年3月14日","282.60","283.23","287.50","281.36","26.05K","-0.24%"
"2015年3月13日","283.28","295.55","295.90","282.15","43.54K","-4.15%"
"2015年3月12日","295.56","296.70","298.80","292.37","27.18K","-0.38%"
"2015年3月11日","296.70","292.64","298.74","291.06","26.09K","1.37%"
"2015年3月10日","292.70","291.00","303.80","290.00","67.18K","0.57%"
"2015年3月9日","291.03","275.59","295.00","278.98","62.86K","5.60%"
"2015年3月8日","275.59","276.97","278.68","272.00","14.62K","-0.50%"
"2015年3月7日","276.97","273.36","280.00","270.58","22.14K","1.38%"
"2015年3月6日","273.20","277.69","277.90","269.68","40.56K","-1.62%"
"2015年3月5日","277.69","273.33","284.50","262.90","66.63K","1.60%"
"2015年3月4日","273.33","283.75","285.99","267.38","71.03K","-3.67%"
"2015年3月3日","283.75","277.30","290.32","267.95","82.29K","2.33%"
"2015年3月2日","277.30","262.40","279.60","259.22","66.41K","5.68%"
"2015年3月1日","262.40","255.70","266.00","245.79","46.96K","2.62%"
"2015年2月28日","255.70","255.05","257.38","251.25","17.59K","0.29%"
"2015年2月27日","254.96","236.93","262.58","236.65","69.50K","7.61%"
"2015年2月26日","236.93","237.99","238.33","233.79","18.69K","-0.45%"
"2015年2月25日","237.99","239.73","240.83","235.56","13.56K","-0.73%"
"2015年2月24日","239.73","239.40","240.99","236.70","16.66K","0.14%"
"2015年2月23日","239.40","236.50","240.99","232.61","23.92K","1.23%"
"2015年2月22日","236.50","245.54","247.78","232.40","33.48K","-3.69%"
"2015年2月21日","245.55","244.50","247.68","243.28","16.44K","0.43%"
"2015年2月20日","244.50","240.00","248.32","238.95","31.65K","1.79%"
"2015年2月19日","240.20","236.30","243.42","235.02","23.47K","1.65%"
"2015年2月18日","236.30","244.00","244.98","231.72","39.24K","-3.16%"
"2015年2月17日","244.00","233.50","246.25","231.51","41.39K","4.45%"
"2015年2月16日","233.60","235.88","243.29","229.00","47.11K","-0.97%"
"2015年2月15日","235.88","257.01","268.34","228.22","103.42K","-8.29%"
"2015年2月14日","257.20","236.13","261.20","235.51","80.10K","8.96%"
"2015年2月13日","236.06","222.55","242.48","221.46","68.09K","6.16%"
"2015年2月12日","222.37","219.96","223.17","217.80","20.02K","1.17%"
"2015年2月11日","219.79","221.39","223.29","218.14","19.23K","-0.49%"
"2015年2月10日","220.87","221.13","222.00","215.00","5.40K","-0.10%"
"2015年2月9日","221.10","224.01","225.00","216.45","6.55K","-1.29%"
"2015年2月8日","223.99","229.16","231.60","220.00","4.30K","-2.19%"
"2015年2月7日","229.00","223.20","230.50","222.67","4.10K","2.60%"
"2015年2月6日","223.20","216.84","226.64","216.03","5.69K","2.97%"
"2015年2月5日","216.76","227.11","228.90","215.00","7.41K","-4.56%"
"2015年2月4日","227.11","228.77","230.99","221.50","9.15K","-0.64%"
"2015年2月3日","228.58","237.01","243.90","225.32","8.32K","-3.89%"
"2015年2月2日","237.83","228.39","240.10","220.89","7.45K","3.86%"
"2015年2月1日","228.99","218.67","233.79","210.00","7.23K","4.82%"
"2015年1月31日","218.45","229.00","234.67","217.11","5.60K","-4.64%"
"2015年1月30日","229.07","235.00","244.59","227.89","5.77K","-2.54%"
"2015年1月29日","235.03","235.89","242.00","221.14","6.64K","-0.45%"
"2015年1月28日","236.09","263.96","265.99","228.50","5.34K","-10.45%"
"2015年1月27日","263.65","274.73","278.47","244.03","1.63K","-3.95%"
"2015年1月26日","274.48","262.78","322.72","241.43","5.18K","7.84%"
"2015年1月25日","254.53","248.02","256.26","245.32","0.48K","6.05%"
"2015年1月24日","240.00","215.00","250.58","215.00","0.00K","2.13%"
"2015年1月23日","235.00","230.00","235.00","215.00","-","3.84%"
"2015年1月22日","226.32","245.50","257.73","216.59","0.00K","0.36%"
"2015年1月21日","225.51","219.00","225.51","219.00","-","3.44%"
"2015年1月20日","218.00","215.00","218.00","208.00","-","2.25%"
"2015年1月19日","213.21","211.23","216.22","208.84","1.19K","1.60%"
"2015年1月18日","209.85","202.90","218.26","197.05","1.97K","4.29%"
"2015年1月17日","201.23","207.16","211.03","198.22","2.64K","-2.64%"
"2015年1月16日","206.68","215.98","225.00","200.00","1.56K","-5.07%"
"2015年1月15日","217.72","181.09","234.51","176.52","3.30K","18.87%"
"2015年1月14日","183.16","230.28","230.48","164.95","9.67K","-20.31%"
"2015年1月13日","229.84","267.33","267.63","222.49","13.52K","-14.12%"
"2015年1月12日","267.62","267.20","281.05","265.49","2.56K","0.54%"
"2015年1月11日","266.19","274.77","279.96","265.00","1.42K","-3.22%"
"2015年1月10日","275.04","292.41","292.41","271.00","1.11K","-6.08%"
"2015年1月9日","292.83","285.38","295.57","282.99","1.26K","2.52%"
"2015年1月8日","285.64","296.20","296.20","285.64","1.31K","-3.82%"
"2015年1月7日","297.00","286.10","303.83","285.00","1.53K","4.07%"
"2015年1月6日","285.39","273.24","287.83","268.52","6.86K","4.46%"
"2015年1月5日","273.20","261.00","276.46","260.47","2.68K","5.57%"
"2015年1月4日","258.78","281.99","288.90","258.78","2.38K","-8.23%"
"2015年1月3日","281.99","314.81","314.81","281.99","1.30K","-10.51%"
"2015年1月2日","315.11","313.60","316.01","313.00","1.32K","0.40%"
"2015年1月1日","313.85","317.51","317.51","312.88","0.93K","-0.99%"
"2014年12月31日","317.00","309.00","317.60","308.56","1.86K","2.66%"
"2014年12月30日","308.79","314.36","315.30","307.93","1.51K","-1.00%"
"2014年12月29日","311.92","319.55","321.49","311.92","1.35K","-1.77%"
"2014年12月28日","317.53","317.27","318.59","312.03","0.68K","0.51%"
"2014年12月27日","315.91","327.12","327.12","312.74","1.10K","-3.83%"
"2014年12月26日","328.49","319.20","329.84","317.53","2.99K","2.97%"
"2014年12月25日","319.00","322.57","323.08","317.89","0.74K","-1.17%"
"2014年12月24日","322.79","333.65","334.25","322.79","1.16K","-3.04%"
"2014年12月23日","332.91","329.99","335.16","326.07","2.95K","1.18%"
"2014年12月22日","329.02","318.20","329.22","317.50","1.32K","3.72%"
"2014年12月21日","317.21","328.43","328.43","316.91","1.54K","-3.60%"
"2014年12月20日","329.07","315.77","329.99","314.92","1.23K","4.22%"
"2014年12月19日","315.74","309.28","317.00","305.98","2.33K","2.43%"
"2014年12月18日","308.26","318.65","321.07","303.62","1.92K","-3.12%"
"2014年12月17日","318.19","333.42","337.02","315.01","3.66K","-3.76%"
"2014年12月16日","330.61","348.14","348.14","330.61","0.05K","-4.78%"
"2014年12月15日","347.19","354.12","354.12","346.30","2.36K","-1.55%"
"2014年12月14日","352.67","350.64","356.75","346.99","1.16K","0.51%"
"2014年12月13日","350.88","352.64","352.64","348.33","0.75K","-0.56%"
"2014年12月12日","352.84","350.38","356.99","349.85","2.32K","0.80%"
"2014年12月11日","350.04","346.63","363.31","343.62","0.87K","0.90%"
"2014年12月10日","346.92","354.00","356.22","343.53","3.12K","-1.96%"
"2014年12月9日","353.85","363.23","364.36","345.52","0.86K","-2.60%"
"2014年12月8日","363.31","375.19","375.59","361.70","1.21K","-2.97%"
"2014年12月7日","374.43","373.91","376.72","370.91","0.91K","0.45%"
"2014年12月6日","372.77","377.97","379.12","371.07","0.70K","-1.49%"
"2014年12月5日","378.39","368.75","380.57","367.24","0.93K","2.20%"
"2014年12月4日","370.26","375.78","378.88","364.81","1.16K","-1.46%"
"2014年12月3日","375.74","381.40","383.11","374.25","1.09K","-1.64%"
"2014年12月2日","382.01","377.39","382.56","376.94","2.04K","1.17%"
"2014年12月1日","377.60","376.68","380.00","374.89","1.57K","0.23%"
"2014年11月30日","376.72","374.66","380.31","373.06","1.51K","0.60%"
"2014年11月29日","374.49","375.25","383.00","372.00","1.28K","-0.29%"
"2014年11月28日","375.57","369.87","380.28","359.52","0.89K","1.62%"
"2014年11月27日","369.57","369.28","373.48","368.14","0.63K","0.46%"
"2014年11月26日","367.87","377.03","378.30","365.78","1.21K","-2.12%"
"2014年11月25日","375.82","373.54","390.00","373.08","3.84K","0.72%"
"2014年11月24日","373.15","365.25","386.99","327.79","1.71K","3.49%"
"2014年11月23日","360.57","347.49","360.57","346.74","0.91K","4.11%"
"2014年11月22日","346.35","350.91","360.25","346.09","0.80K","-0.85%"
"2014年11月21日","349.33","353.50","356.03","346.10","1.81K","-1.84%"
"2014年11月20日","355.88","380.46","380.61","353.39","1.77K","-6.14%"
"2014年11月19日","379.16","373.09","381.64","372.12","2.89K","2.48%"
"2014年11月18日","370.00","388.63","390.87","370.00","1.07K","-4.53%"
"2014年11月17日","387.56","388.89","407.00","376.00","1.31K","-0.17%"
"2014年11月16日","388.21","380.56","391.89","380.25","0.86K","3.11%"
"2014年11月15日","376.51","400.48","406.29","370.97","0.71K","-5.65%"
"2014年11月14日","399.07","410.00","414.62","385.00","1.11K","-4.85%"
"2014年11月13日","419.42","428.34","445.00","387.55","5.05K","0.37%"
"2014年11月12日","417.87","375.00","431.11","375.00","1.26K","13.86%"
"2014年11月11日","367.00","366.53","367.21","361.32","0.97K","-0.26%"
"2014年11月10日","367.97","359.98","372.50","355.00","0.84K","2.21%"
"2014年11月9日","360.00","343.69","360.00","342.52","1.03K","4.35%"
"2014年11月8日","344.99","341.99","344.99","340.50","0.89K","1.02%"
"2014年11月7日","341.50","348.50","350.00","341.07","1.19K","-2.01%"
"2014年11月6日","348.50","337.77","349.68","335.50","0.97K","3.24%"
"2014年11月5日","337.55","330.75","341.00","321.00","2.74K","3.26%"
"2014年11月4日","326.90","323.56","330.17","321.75","0.89K","1.03%"
"2014年11月3日","323.56","324.27","335.50","323.25","3.09K","0.33%"
"2014年11月2日","322.50","327.00","329.41","321.27","1.23K","-1.43%"
"2014年11月1日","327.18","337.66","338.43","321.70","0.91K","-2.91%"
"2014年10月31日","337.00","344.91","346.45","336.57","1.07K","-1.99%"
"2014年10月30日","343.85","334.56","350.64","333.04","0.53K","3.20%"
"2014年10月29日","333.20","352.22","352.28","333.20","3.40K","-5.64%"
"2014年10月28日","353.10","351.16","353.22","349.01","1.95K","0.70%"
"2014年10月27日","350.65","351.13","355.00","346.49","2.01K","0.19%"
"2014年10月26日","349.99","346.76","356.27","344.03","2.02K","0.74%"
"2014年10月25日","347.41","356.75","357.55","342.28","0.89K","-2.45%"
"2014年10月24日","356.15","356.12","359.94","349.00","4.21K","0.05%"
"2014年10月23日","355.98","379.73","381.00","352.99","1.29K","-6.31%"
"2014年10月22日","379.96","382.85","385.46","379.73","0.94K","-0.75%"
"2014年10月21日","382.84","380.73","387.75","378.22","1.21K","0.49%"
"2014年10月20日","380.98","385.93","386.75","374.61","3.28K","-1.36%"
"2014年10月19日","386.25","386.30","389.10","384.28","0.76K","-0.96%"
"2014年10月18日","390.00","379.11","391.75","377.04","1.13K","2.56%"
"2014年10月17日","380.25","380.68","385.71","371.91","2.43K","0.25%"
"2014年10月16日","379.29","395.00","395.00","372.19","1.38K","-3.60%"
"2014年10月15日","393.46","392.72","397.90","379.28","12.44K","-1.13%"
"2014年10月14日","397.94","387.95","405.80","385.93","0.77K","3.81%"
"2014年10月13日","383.35","367.11","391.03","363.29","1.52K","3.04%"
"2014年10月12日","372.03","361.93","375.00","354.29","1.52K","2.98%"
"2014年10月11日","361.27","358.85","366.00","352.25","0.93K","0.49%"
"2014年10月10日","359.51","363.70","375.00","352.44","2.36K","-1.08%"
"2014年10月9日","363.45","349.09","375.69","345.99","2.32K","3.83%"
"2014年10月8日","350.04","332.06","351.00","324.98","7.43K","5.76%"
"2014年10月7日","330.97","330.52","334.56","315.78","9.14K","2.20%"
"2014年10月6日","323.84","320.24","345.48","303.15","1.82K","0.43%"
"2014年10月5日","322.45","327.61","341.16","285.12","2.18K","-1.89%"
"2014年10月4日","328.66","359.63","364.75","322.40","1.41K","-8.12%"
"2014年10月3日","357.69","371.52","375.08","356.35","1.05K","-3.78%"
"2014年10月2日","371.74","383.08","385.45","370.29","0.82K","-2.94%"
"2014年10月1日","383.00","387.02","388.96","377.04","5.26K","-1.07%"
"2014年9月30日","387.14","374.17","392.13","371.99","10.91K","4.75%"
"2014年9月29日","369.60","376.75","383.00","367.26","0.85K","-1.36%"
"2014年9月28日","374.71","398.77","399.43","369.95","0.61K","-5.67%"
"2014年9月27日","397.25","400.42","405.00","395.12","0.73K","-1.42%"
"2014年9月26日","402.97","411.23","414.79","397.00","1.25K","-1.50%"
"2014年9月25日","409.09","420.59","420.60","404.00","0.99K","-2.69%"
"2014年9月24日","420.41","426.68","430.00","408.60","4.09K","-2.03%"
"2014年9月23日","429.13","398.87","440.50","395.42","1.80K","7.91%"
"2014年9月22日","397.67","400.10","406.18","394.00","3.96K","-0.75%"
"2014年9月21日","400.69","409.34","412.52","394.19","0.52K","-2.65%"
